COMPLEX_CATEGORY,COMPLEX_NAME,FACILITY_TYPE,FACILITY_NAME,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,901","2,711",4.02,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,534","3,835",2.75,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"9,210","2,278",4.04,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"12,275","3,651",3.36,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,813","3,977",2.72,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"4,851","1,160",4.18,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"2,687",649,4.14,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,303","2,530",4.07,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,522","3,390",3.1,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"11,478","3,366",3.41,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,350","3,300",3.14,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,419","4,024",2.59,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,527","3,488",3.02,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,738","4,017",2.67,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"12,258","3,613",3.39,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,459","3,655",2.86,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"13,314","3,618",3.68,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,552","4,004",2.64,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"12,731","3,627",3.51,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"13,530","3,583",3.78,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,502","4,012",2.62,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"11,728","3,599",3.26,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"7,104","1,731",4.1,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"12,750","3,623",3.52,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"1,154",279,4.14,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"13,388","3,507",3.82,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,570","3,260",3.24,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"12,830","3,618",3.55,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,475","4,003",2.62,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"11,550","2,859",4.04,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"11,574","3,580",3.23,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,0,0,0.0,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"12,553","3,622",3.47,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,0,0,0.0,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,392","3,544",2.93,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,966","3,414",3.21,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"13,211","3,625",3.64,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,381","3,550",2.92,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,610","4,001",2.65,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"13,502","3,621",3.73,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"10,400","3,249",3.2,4.7,"2,229"
Athletic Parks,Frank McCool Athletic Park,Athletic Park,,1900 LAKE BONAVISTA DR SE,Municipal,Recreation,Recreation,Recreation,Lake Bonavista,SOUTH,"11,434","3,617",3.16,4.7,"2,229"
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,483",565,2.62,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,127",550,2.05,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,573",575,2.74,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,335",570,2.34,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,518",740,2.05,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,111",519,2.14,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,539",724,2.13,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,505",721,2.09,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,545",776,1.99,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,733",561,3.09,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,471",711,2.07,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,159",587,1.97,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,631",574,2.84,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,367",684,2.0,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,296",570,2.27,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,280",563,2.27,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,506",735,2.05,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,623",781,2.08,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,113",520,2.14,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,364",692,1.97,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,559",773,2.02,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,686",570,2.96,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,419",569,2.49,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,439",684,2.1,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,153",587,1.96,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,592",779,2.04,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,603",776,2.07,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,360",693,1.96,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,488",723,2.06,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,561",769,2.03,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,436",695,2.07,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,435",695,2.06,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,666",539,3.09,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,697",795,2.13,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,514",733,2.07,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,566",769,2.04,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,543",770,2.0,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,739",560,3.11,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,385",586,2.36,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,246",564,2.21,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,686",788,2.14,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,378",694,1.99,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,281",555,2.31,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,417",590,2.4,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,613",780,2.07,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,690",818,2.07,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,605",769,2.09,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,393",704,1.98,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,543",736,2.1,,
,Stanley Park Outdoor Pool & Wading Pool,Outdoor Pool,,4011 1A ST SW,Not-for-Profit,COSPA,Parks,COSPA,Parkhill,CENTRE,"1,556",747,2.08,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,982","3,310",1.81,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,017","2,316",2.6,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,553","3,225",1.72,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,739","3,273",1.75,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,621","3,028",1.86,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,433","3,119",1.74,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,725","3,249",1.76,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,400","2,656",2.03,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,083","2,566",1.98,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,402","2,713",1.99,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,778","3,261",1.77,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,572","3,197",1.74,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,371","2,608",2.06,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,380","3,405",1.87,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,515","3,192",1.73,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,771","3,238",1.78,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,676","3,303",1.72,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,467","3,177",1.72,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,197","3,370",1.84,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,855","2,361",2.48,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,541","3,201",1.73,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,235","3,370",1.85,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,818","2,332",2.49,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,271","3,376",1.86,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,895","3,236",1.82,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,118","3,398",1.8,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,531","2,547",2.17,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,122","2,653",1.93,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,446","3,194",1.71,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,113","3,334",1.83,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,792","3,285",1.76,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,723","2,425",2.36,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,861","3,343",1.75,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,874","3,219",1.82,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,694","3,013",1.89,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,256","3,403",1.84,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,397","2,862",1.89,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,661","3,186",1.78,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,082","3,402",1.79,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,393","3,032",1.78,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,748","3,312",1.74,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,659","3,237",1.75,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,000","3,175",1.89,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,801","3,274",1.77,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"6,097","3,267",1.87,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,758","3,279",1.76,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,645","3,234",1.75,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,946","2,335",2.55,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,686","2,521",2.26,,
,Rotary Park Spray Park,Spray Park,,617 1 ST NE,Municipal,Parks,Parks,Parks,Crescent Heights,CENTRE,"5,730","3,280",1.75,,
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,"10,285","3,161",3.25,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,"5,998","1,927",3.11,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,13,4,3.25,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,0,0,0.0,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,13,4,3.25,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,"12,988","3,652",3.56,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,424,143,2.97,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,"12,126","3,500",3.46,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,"11,569","3,482",3.32,2.3,"4,000"
,Genesis Centre of Community Wellness,Leisure Centre,,7556 FALCONRIDGE BV NE,Not-for-Profit,Genesis,Recreation,North East Centre of Community Society,Martindale,NORTHEAST,0,0,0.0,2.3,"4,000"
