COMPLEX_NAME,FACILITY_TYPE,ADDRESS,TYP_OF_ORG,ORG,STEWARD,OPER,COMMUNITY,SECTOR,POPULATION,OCCUPIED_DWELLINGS,PERSONS_PER_UNIT,Area (km²),Population Density (people/km²)
Riley Park Wading Pool,Outdoor Wading Pool,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,4903.0,2430.0,2.02,1.5,4124.0
Riley Park Wading Pool,Outdoor Wading Pool,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,4820.0,2500.0,1.93,1.5,4124.0
Riley Park Wading Pool,Outdoor Wading Pool,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,4573.0,2438.0,1.88,1.5,4124.0
Riley Park Wading Pool,Outdoor Wading Pool,800 12 ST NW,Municipal,Parks,Recreation,Recreation,Hillhurst,CENTRE,4933.0,2443.0,2.02,1.5,4124.0
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1368.0,252.0,5.43,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,800.0,249.0,3.21,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2294.0,685.0,3.35,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2057.0,9.0,228.56,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2352.0,1071.0,2.2,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1603.0,469.0,3.42,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2259.0,626.0,3.61,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1379.0,252.0,5.47,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1383.0,253.0,5.47,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2968.0,961.0,3.09,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1437.0,406.0,3.54,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2841.0,854.0,3.33,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1416.0,253.0,5.6,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1412.0,252.0,5.6,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1389.0,251.0,5.53,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,773.0,5.0,154.6,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2121.0,626.0,3.39,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1931.0,686.0,2.81,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1415.0,249.0,5.68,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2264.0,629.0,3.6,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1476.0,255.0,5.79,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1320.0,251.0,5.26,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1864.0,704.0,2.65,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1805.0,491.0,3.68,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1555.0,703.0,2.21,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1428.0,248.0,5.76,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2725.0,854.0,3.19,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2242.0,628.0,3.57,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,722.0,4.0,180.5,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1865.0,702.0,2.66,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2137.0,625.0,3.42,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1413.0,636.0,2.22,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1421.0,249.0,5.71,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,806.0,5.0,161.2,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1607.0,496.0,3.24,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2235.0,618.0,3.62,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1854.0,677.0,2.74,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1866.0,697.0,2.68,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1895.0,694.0,2.73,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1412.0,253.0,5.58,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1861.0,703.0,2.65,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1718.0,498.0,3.45,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2221.0,621.0,3.58,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2137.0,599.0,3.57,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1911.0,705.0,2.71,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2248.0,9.0,249.78,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2355.0,658.0,3.58,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,1916.0,703.0,2.73,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2821.0,869.0,3.25,4.0,
Father David Bauer and Norma Bush Arenas,Arena,2424 UNIVERSITY DR NW,Municipal,Recreation,Recreation,Recreation,University Of Calgary,NORTHWEST,2272.0,631.0,3.6,4.0,
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5836.0,2246.0,2.6,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7140.0,2079.0,3.43,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7021.0,2249.0,3.12,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,801.0,213.0,3.76,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6382.0,2278.0,2.8,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6486.0,2262.0,2.87,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6750.0,2271.0,2.97,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6112.0,2270.0,2.69,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5734.0,2245.0,2.55,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7020.0,2251.0,3.12,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7004.0,2014.0,3.48,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7191.0,2265.0,3.17,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7230.0,2202.0,3.28,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7169.0,2169.0,3.31,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6041.0,2253.0,2.68,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5759.0,2251.0,2.56,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5650.0,2231.0,2.53,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7223.0,2118.0,3.41,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7039.0,2251.0,3.13,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5667.0,2241.0,2.53,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6689.0,2273.0,2.94,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6883.0,2237.0,3.08,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5978.0,2238.0,2.67,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7204.0,2235.0,3.22,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6731.0,2268.0,2.97,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,13.0,4.0,3.25,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,456.0,117.0,3.9,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7061.0,2101.0,3.36,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5651.0,2254.0,2.51,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6293.0,2258.0,2.79,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6863.0,2243.0,3.06,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5823.0,2261.0,2.58,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6626.0,2273.0,2.92,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6519.0,1889.0,3.45,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5037.0,1418.0,3.55,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,4576.0,1305.0,3.51,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6545.0,2271.0,2.88,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5680.0,2246.0,2.53,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5799.0,2258.0,2.57,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7140.0,2203.0,3.24,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5719.0,2240.0,2.55,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,1889.0,522.0,3.62,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,5870.0,1675.0,3.5,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6251.0,2261.0,2.76,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,6794.0,2262.0,3.0,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,7135.0,2092.0,3.41,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,0.0,0.0,0.0,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,3405.0,951.0,3.58,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,2787.0,782.0,3.56,2.8,2100.0
Oakridge Community Association,Arena,9504 OAKFIELD DR SW,Not-for-Profit,CA,Parks,Oakridge CA,Oakridge,SOUTH,3777.0,1045.0,3.61,2.8,2100.0
Triwood Community Association,Arena,2244 CHICOUTIMI DR NW,Not-for-Profit,CA,Parks,Triwood CA,Charleswood,NORTHWEST,3112.0,2803.0,2.0,1.7,2176.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4704.0,1345.0,3.5,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3908.0,1585.0,2.47,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3909.0,1594.0,2.45,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4057.0,1605.0,2.53,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4056.0,1601.0,2.53,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4171.0,1392.0,3.0,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4075.0,1587.0,2.57,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4358.0,1766.0,2.47,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4023.0,1563.0,2.57,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4418.0,1593.0,2.77,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3801.0,1556.0,2.44,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4033.0,1597.0,2.53,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3950.0,1558.0,2.54,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3976.0,1729.0,2.3,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4047.0,1607.0,2.52,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4054.0,1636.0,2.48,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3807.0,1576.0,2.42,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4917.0,1350.0,3.64,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4068.0,1446.0,2.81,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4505.0,1340.0,3.36,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4136.0,1324.0,3.12,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4079.0,1637.0,2.49,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4353.0,1794.0,2.43,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3705.0,1552.0,2.39,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3713.0,1569.0,2.37,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4134.0,1395.0,2.96,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4360.0,1570.0,2.78,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4088.0,1663.0,2.46,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5067.0,1336.0,3.79,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4223.0,1384.0,3.05,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4112.0,1595.0,2.58,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5287.0,1331.0,3.97,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5280.0,1278.0,4.13,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4038.0,1586.0,2.55,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4104.0,1764.0,2.33,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4066.0,1564.0,2.6,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3871.0,1583.0,2.45,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4221.0,1576.0,2.68,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3686.0,1591.0,2.32,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3742.0,1544.0,2.42,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4315.0,1343.0,3.21,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4246.0,1760.0,2.41,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3903.0,1555.0,2.51,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3910.0,1568.0,2.49,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3795.0,1550.0,2.45,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3971.0,1581.0,2.51,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4006.0,1578.0,2.54,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,5186.0,1340.0,3.87,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,4024.0,1619.0,2.49,2.0,3000.0
Shouldice Athletic Park,Athletic Park,1515 HOME RD NW,Municipal,Recreation,Recreation,Recreation,Montgomery,NORTHWEST,3860.0,1685.0,2.29,2.0,3000.0
